Timestamp: 2000 - removed micro-clusters: 0 - model's size [0]:4
Timestamp: 2000 - removed micro-clusters: 0 - model's size [1]:3
Timestamp: 2000 - removed micro-clusters: 0 - model's size [2]:4
Timestamp: 2000 - removed micro-clusters: 0 - model's size [3]:4
Timestamp: 2000 - removed micro-clusters: 0 - model's size [4]:3
Removed examples from short-time-memory: 18	 True labels: [2]
Removed examples from short-time-memory: 81656	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 81662	 True labels: [1]
Removed examples from short-time-memory: 81664	 True labels: [2]
Removed examples from short-time-memory: 81696	 True labels: [4, 6]
Removed examples from short-time-memory: 81705	 True labels: [4, 6]
Removed examples from short-time-memory: 81710	 True labels: [4]
Removed examples from short-time-memory: 81733	 True labels: [1]
Removed examples from short-time-memory: 81735	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 81758	 True labels: [1]
Removed examples from short-time-memory: 81765	 True labels: [1]
Removed examples from short-time-memory: 81767	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 81788	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 81796	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 81810	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 81822	 True labels: [4]
Removed examples from short-time-memory: 81823	 True labels: [2]
Removed examples from short-time-memory: 81826	 True labels: [1]
Removed examples from short-time-memory: 81833	 True labels: [1]
Removed examples from short-time-memory: 81835	 True labels: [4]
Removed examples from short-time-memory: 81839	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 81843	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 81847	 True labels: [4]
Removed examples from short-time-memory: 81853	 True labels: [2]
Removed examples from short-time-memory: 81861	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 81867	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 81878	 True labels: [4, 6]
Removed examples from short-time-memory: 81889	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 81897	 True labels: [1]
Removed examples from short-time-memory: 81914	 True labels: [4, 6]
Removed examples from short-time-memory: 81917	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 81920	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 81926	 True labels: [4]
Removed examples from short-time-memory: 81930	 True labels: [0, 2]
Removed examples from short-time-memory: 81932	 True labels: [0, 2]
Removed examples from short-time-memory: 81938	 True labels: [4, 6]
Removed examples from short-time-memory: 81939	 True labels: [0, 2]
Removed examples from short-time-memory: 81941	 True labels: [4]
Removed examples from short-time-memory: 81946	 True labels: [4]
Removed examples from short-time-memory: 81954	 True labels: [4, 6]
Removed examples from short-time-memory: 81958	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 81960	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 81961	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 81963	 True labels: [4]
Removed examples from short-time-memory: 81969	 True labels: [4]
Removed examples from short-time-memory: 81976	 True labels: [0, 2]
Removed examples from short-time-memory: 81981	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 81997	 True labels: [4]
Removed examples from short-time-memory: 81998	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 81999	 True labels: [1]
Timestamp: 84000 - removed micro-clusters: 0 - model's size [NP10]:1
Timestamp: 84000 - removed micro-clusters: 0 - model's size [NP11]:1
Timestamp: 84000 - removed micro-clusters: 0 - model's size [NP12]:1
Timestamp: 84000 - removed micro-clusters: 0 - model's size [NP1]:1
Timestamp: 84000 - removed micro-clusters: 0 - model's size [0]:3
Timestamp: 84000 - removed micro-clusters: 0 - model's size [NP3]:1
Timestamp: 84000 - removed micro-clusters: 0 - model's size [1]:1
Timestamp: 84000 - removed micro-clusters: 0 - model's size [NP2]:1
Timestamp: 84000 - removed micro-clusters: 0 - model's size [2]:4
Timestamp: 84000 - removed micro-clusters: 0 - model's size [NP5]:1
Timestamp: 84000 - removed micro-clusters: 0 - model's size [3]:3
Timestamp: 84000 - removed micro-clusters: 0 - model's size [NP4]:1
Timestamp: 84000 - removed micro-clusters: 0 - model's size [4]:2
Timestamp: 84000 - removed micro-clusters: 0 - model's size [NP7]:1
Timestamp: 84000 - removed micro-clusters: 0 - model's size [NP6]:1
Timestamp: 84000 - removed micro-clusters: 0 - model's size [NP9]:1
Timestamp: 84000 - removed micro-clusters: 0 - model's size [NP8]:1
Removed examples from short-time-memory: 82019	 True labels: [4]
Removed examples from short-time-memory: 82025	 True labels: [0, 2]
Removed examples from short-time-memory: 82036	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 82039	 True labels: [4]
Removed examples from short-time-memory: 82041	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 82043	 True labels: [4]
Removed examples from short-time-memory: 82050	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 82055	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 82056	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 82062	 True labels: [4]
Removed examples from short-time-memory: 82080	 True labels: [4]
Removed examples from short-time-memory: 82087	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 82089	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 82094	 True labels: [4, 6]
Removed examples from short-time-memory: 82095	 True labels: [1]
Removed examples from short-time-memory: 82100	 True labels: [4]
Removed examples from short-time-memory: 82102	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 82125	 True labels: [4]
Removed examples from short-time-memory: 82138	 True labels: [1]
Removed examples from short-time-memory: 82141	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 82142	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 82171	 True labels: [4]
Removed examples from short-time-memory: 82177	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 82184	 True labels: [1]
Removed examples from short-time-memory: 82188	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 82196	 True labels: [4]
Removed examples from short-time-memory: 82211	 True labels: [2]
Removed examples from short-time-memory: 82219	 True labels: [4, 6]
Removed examples from short-time-memory: 82220	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 82238	 True labels: [1]
Removed examples from short-time-memory: 82239	 True labels: [4]
Removed examples from short-time-memory: 82242	 True labels: [4]
Removed examples from short-time-memory: 82245	 True labels: [1]
Removed examples from short-time-memory: 82251	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 82270	 True labels: [0, 2]
Removed examples from short-time-memory: 82276	 True labels: [1]
Removed examples from short-time-memory: 82279	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 82281	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 82290	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 82294	 True labels: [4, 6]
Removed examples from short-time-memory: 82296	 True labels: [4]
Removed examples from short-time-memory: 82301	 True labels: [4]
Removed examples from short-time-memory: 82305	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 82306	 True labels: [1]
Removed examples from short-time-memory: 82307	 True labels: [0, 2]
Removed examples from short-time-memory: 82311	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 82317	 True labels: [4]
Removed examples from short-time-memory: 82333	 True labels: [4, 6]
Removed examples from short-time-memory: 82337	 True labels: [4]
Removed examples from short-time-memory: 82341	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 82345	 True labels: [4]
Removed examples from short-time-memory: 82360	 True labels: [4]
Removed examples from short-time-memory: 82363	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 82365	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 82376	 True labels: [2]
Removed examples from short-time-memory: 82386	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 82388	 True labels: [0, 2]
Removed examples from short-time-memory: 82394	 True labels: [0, 2]
Removed examples from short-time-memory: 82403	 True labels: [4, 6]
Removed examples from short-time-memory: 82429	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 82446	 True labels: [2]
Removed examples from short-time-memory: 82453	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 82456	 True labels: [4]
Removed examples from short-time-memory: 82457	 True labels: [4]
Removed examples from short-time-memory: 82470	 True labels: [4, 6]
Removed examples from short-time-memory: 82473	 True labels: [2]
Removed examples from short-time-memory: 82476	 True labels: [0, 2]
Removed examples from short-time-memory: 82486	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 82491	 True labels: [4]
Removed examples from short-time-memory: 82496	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 82499	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 82524	 True labels: [4]
Removed examples from short-time-memory: 82532	 True labels: [1]
Removed examples from short-time-memory: 82546	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 82554	 True labels: [4]
Removed examples from short-time-memory: 82555	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 82557	 True labels: [4, 6]
Removed examples from short-time-memory: 82561	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 82574	 True labels: [4, 6]
Removed examples from short-time-memory: 82578	 True labels: [4]
Removed examples from short-time-memory: 82592	 True labels: [4]
Removed examples from short-time-memory: 82593	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 82594	 True labels: [4]
Removed examples from short-time-memory: 82597	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 82599	 True labels: [4]
Removed examples from short-time-memory: 82600	 True labels: [1]
Removed examples from short-time-memory: 82608	 True labels: [1]
Removed examples from short-time-memory: 82611	 True labels: [4, 6]
Removed examples from short-time-memory: 82614	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 82615	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 82629	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 82633	 True labels: [4]
Removed examples from short-time-memory: 82636	 True labels: [1]
Removed examples from short-time-memory: 82648	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 82654	 True labels: [4]
Removed examples from short-time-memory: 82655	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 82668	 True labels: [4]
Removed examples from short-time-memory: 82693	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 82712	 True labels: [2]
Removed examples from short-time-memory: 82718	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 82726	 True labels: [4, 6]
Removed examples from short-time-memory: 82727	 True labels: [4]
Removed examples from short-time-memory: 82740	 True labels: [4]
Removed examples from short-time-memory: 82746	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 82768	 True labels: [4]
Removed examples from short-time-memory: 82773	 True labels: [4]
Removed examples from short-time-memory: 82774	 True labels: [2]
Removed examples from short-time-memory: 82789	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 82793	 True labels: [1]
Removed examples from short-time-memory: 82794	 True labels: [0, 2, 5]
Removed examples from short-time-memory: 82801	 True labels: [4, 6]
Removed examples from short-time-memory: 82802	 True labels: [4, 6]
Removed examples from short-time-memory: 82812	 True labels: [4]
Removed examples from short-time-memory: 82820	 True labels: [4]
Removed examples from short-time-memory: 82824	 True labels: [4]
Removed examples from short-time-memory: 82826	 True labels: [4]
Removed examples from short-time-memory: 82833	 True labels: [2]
Removed examples from short-time-memory: 82836	 True labels: [2]
Removed examples from short-time-memory: 82837	 True labels: [0, 2]
